STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,acs_demographics_id,acs_demographics_Geographic Area Name,acs_demographics_Estimate!!Total:,acs_demographics_Estimate!!Total:!!White alone,acs_demographics_Estimate!!Total:!!Black or African American alone,acs_demographics_Estimate!!Total:!!American Indian and Alaska Native alone,acs_demographics_Estimate!!Total:!!Asian alone,acs_demographics_Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,acs_demographics_Estimate!!Total:!!Some other race alone,acs_demographics_Estimate!!Total:!!Two or more races:,acs_demographics_Estimate!!Total:!!Two or more races:!!Two races including Some other race,"acs_demographics_Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",poultry_bg_1m_1m_poultry
"37","147","000202","2","371470002022",Block Group 2,G5030,S,"615207","0","+35.5977917","-077.3507887",1500000US371470002022,"Block Group 2, Census Tract 2.02, Pitt County, North Carolina","1200","947","158","0","36","0","27","32","0","32",
"37","147","000201","4","371470002014",Block Group 4,G5030,S,"256895","0","+35.6119179","-077.3568588",1500000US371470002014,"Block Group 4, Census Tract 2.01, Pitt County, North Carolina","806","513","279","0","14","0","0","0","0","0",
"37","063","001801","2","370630018012",Block Group 2,G5030,S,"963243","4697","+36.0119994","-078.8598348",1500000US370630018012,"Block Group 2, Census Tract 18.01, Durham County, North Carolina","1182","401","395","0","0","0","386","0","0","0",
"37","063","000600","2","370630006002",Block Group 2,G5030,S,"1725364","0","+35.9854588","-078.9345114",1500000US370630006002,"Block Group 2, Census Tract 6, Durham County, North Carolina","2222","1737","185","0","45","0","193","62","0","62",
"37","063","001710","2","370630017102",Block Group 2,G5030,S,"850333","6826","+36.0488535","-078.9136653",1500000US370630017102,"Block Group 2, Census Tract 17.10, Durham County, North Carolina","1597","292","958","0","49","0","258","40","0","40",
"37","063","001705","1","370630017051",Block Group 1,G5030,S,"2012027","18275","+36.0436735","-078.9195899",1500000US370630017051,"Block Group 1, Census Tract 17.05, Durham County, North Carolina","1722","1400","200","0","31","0","91","0","0","0",
"37","063","001711","3","370630017113",Block Group 3,G5030,S,"802238","0","+36.0508238","-078.9324655",1500000US370630017113,"Block Group 3, Census Tract 17.11, Durham County, North Carolina","1543","546","783","0","14","0","140","60","0","60",
"37","063","002017","1","370630020171",Block Group 1,G5030,S,"11196324","74328","+35.9995519","-078.9848185",1500000US370630020171,"Block Group 1, Census Tract 20.17, Durham County, North Carolina","2652","2208","61","0","225","0","0","158","0","158",
"37","063","002008","1","370630020081",Block Group 1,G5030,S,"2196737","0","+35.9485541","-078.9513751",1500000US370630020081,"Block Group 1, Census Tract 20.08, Durham County, North Carolina","958","865","19","0","19","0","0","55","0","55",
"37","063","002024","2","370630020242",Block Group 2,G5030,S,"586893","0","+35.9250081","-078.9415460",1500000US370630020242,"Block Group 2, Census Tract 20.24, Durham County, North Carolina","1125","869","155","0","26","0","60","15","0","15",
"37","063","002024","3","370630020243",Block Group 3,G5030,S,"691159","0","+35.9266173","-078.9321739",1500000US370630020243,"Block Group 3, Census Tract 20.24, Durham County, North Carolina","1052","791","204","0","10","0","17","30","0","30",
"37","063","002025","1","370630020251",Block Group 1,G5030,S,"2214532","4569","+35.9388214","-078.9200153",1500000US370630020251,"Block Group 1, Census Tract 20.25, Durham County, North Carolina","2671","900","1190","0","572","0","0","9","0","9",
"37","063","002025","2","370630020252",Block Group 2,G5030,S,"2206084","60188","+35.9256871","-078.9021591",1500000US370630020252,"Block Group 2, Census Tract 20.25, Durham County, North Carolina","2719","1110","1503","0","33","0","73","0","0","0",
"37","061","090300","2","370610903002",Block Group 2,G5030,S,"49923880","85358","+34.9802159","-078.1229069",1500000US370610903002,"Block Group 2, Census Tract 903, Duplin County, North Carolina","1748","780","843","0","0","0","48","77","0","77","1"
"37","061","090502","2","370610905022",Block Group 2,G5030,S,"23059820","74038","+34.9082273","-077.7646652",1500000US370610905022,"Block Group 2, Census Tract 905.02, Duplin County, North Carolina","1923","1615","202","0","0","0","11","95","0","95","1"
"37","061","090501","3","370610905013",Block Group 3,G5030,S,"72658184","127432","+34.9504956","-077.7112783",1500000US370610905013,"Block Group 3, Census Tract 905.01, Duplin County, North Carolina","1707","1628","18","0","0","0","0","61","0","61","1"
"37","081","015200","2","370810152002",Block Group 2,G5030,S,"9049702","69348","+36.0964251","-079.5557997",1500000US370810152002,"Block Group 2, Census Tract 152, Guilford County, North Carolina","2094","1664","398","0","0","0","8","24","0","24",
"37","081","014000","1","370810140001",Block Group 1,G5030,S,"978798","0","+35.9562029","-080.0156599",1500000US370810140001,"Block Group 1, Census Tract 140, Guilford County, North Carolina","1201","602","391","0","0","0","27","181","0","181",
"37","081","015300","2","370810153002",Block Group 2,G5030,S,"16714101","191417","+36.0975554","-079.6547482",1500000US370810153002,"Block Group 2, Census Tract 153, Guilford County, North Carolina","2721","1311","1374","0","0","0","0","36","0","36","1"
"37","081","012505","2","370810125052",Block Group 2,G5030,S,"1533963","28055","+36.0862135","-079.8560549",1500000US370810125052,"Block Group 2, Census Tract 125.05, Guilford County, North Carolina","1225","1126","0","16","5","0","0","78","0","78",
"37","081","012610","2","370810126102",Block Group 2,G5030,S,"1042948","23877","+36.0304274","-079.8372644",1500000US370810126102,"Block Group 2, Census Tract 126.10, Guilford County, North Carolina","1867","242","333","49","1053","0","61","129","0","129",
"37","063","001601","3","370630016013",Block Group 3,G5030,S,"4749280","54656","+36.1056026","-078.8989269",1500000US370630016013,"Block Group 3, Census Tract 16.01, Durham County, North Carolina","1252","1057","195","0","0","0","0","0","0","0",
"37","081","012610","1","370810126101",Block Group 1,G5030,S,"1623881","0","+36.0360278","-079.8305845",1500000US370810126101,"Block Group 1, Census Tract 126.10, Guilford County, North Carolina","1643","402","786","13","316","0","0","126","0","126",
"37","081","014503","1","370810145031",Block Group 1,G5030,S,"3228841","25908","+35.9560330","-079.9574256",1500000US370810145031,"Block Group 1, Census Tract 145.03, Guilford County, North Carolina","2523","589","1567","0","177","0","139","51","0","51",
"37","081","011000","2","370810110002",Block Group 2,G5030,S,"643162","0","+36.0742456","-079.7800150",1500000US370810110002,"Block Group 2, Census Tract 110, Guilford County, North Carolina","750","148","569","11","0","0","7","15","0","15",
"37","081","016702","1","370810167021",Block Group 1,G5030,S,"12580564","0","+35.9594792","-079.8345025",1500000US370810167021,"Block Group 1, Census Tract 167.02, Guilford County, North Carolina","1852","1611","148","0","7","0","71","15","15","0",
"37","081","012504","2","370810125042",Block Group 2,G5030,S,"1295666","0","+36.0730828","-079.8584043",1500000US370810125042,"Block Group 2, Census Tract 125.04, Guilford County, North Carolina","1850","608","949","42","59","0","173","19","0","19",
"37","081","012510","1","370810125101",Block Group 1,G5030,S,"1619113","16616","+36.1133895","-079.8627167",1500000US370810125101,"Block Group 1, Census Tract 125.10, Guilford County, North Carolina","1354","1143","90","0","83","0","0","38","0","38",
"37","063","001603","1","370630016031",Block Group 1,G5030,S,"1942009","46969","+36.0749279","-078.9215538",1500000US370630016031,"Block Group 1, Census Tract 16.03, Durham County, North Carolina","497","406","37","0","0","0","0","54","0","54",
"37","063","001709","3","370630017093",Block Group 3,G5030,S,"6346966","8114","+36.0499088","-078.8842045",1500000US370630017093,"Block Group 3, Census Tract 17.09, Durham County, North Carolina","4716","1011","3313","0","61","0","53","278","125","153",
"37","063","001400","2","370630014002",Block Group 2,G5030,S,"1435573","0","+35.9781690","-078.8846617",1500000US370630014002,"Block Group 2, Census Tract 14, Durham County, North Carolina","2044","219","1645","0","0","0","144","36","0","36",
"37","063","001100","1","370630011001",Block Group 1,G5030,S,"707568","0","+35.9934406","-078.8905943",1500000US370630011001,"Block Group 1, Census Tract 11, Durham County, North Carolina","1760","646","1030","20","0","0","61","3","0","3",
"37","063","002025","3","370630020253",Block Group 3,G5030,S,"1662964","0","+35.9230007","-078.8949901",1500000US370630020253,"Block Group 3, Census Tract 20.25, Durham County, North Carolina","1356","723","544","0","52","0","0","37","0","37",
"37","063","002026","1","370630020261",Block Group 1,G5030,S,"1458717","80965","+35.9459006","-078.9096376",1500000US370630020261,"Block Group 1, Census Tract 20.26, Durham County, North Carolina","3504","1404","1975","0","16","0","0","109","0","109",
"37","063","002027","2","370630020272",Block Group 2,G5030,S,"8717618","83692","+35.8932324","-078.8980000",1500000US370630020272,"Block Group 2, Census Tract 20.27, Durham County, North Carolina","5388","2699","2367","0","240","0","25","57","0","57",
"37","063","002027","3","370630020273",Block Group 3,G5030,S,"759954","3982","+35.9049797","-078.9080228",1500000US370630020273,"Block Group 3, Census Tract 20.27, Durham County, North Carolina","2669","824","1184","0","661","0","0","0","0","0",
"37","063","002028","1","370630020281",Block Group 1,G5030,S,"11200390","54088","+35.9125582","-078.8313847",1500000US370630020281,"Block Group 1, Census Tract 20.28, Durham County, North Carolina","2955","1563","696","0","479","12","69","136","47","89",
"37","081","012510","2","370810125102",Block Group 2,G5030,S,"2212619","23137","+36.1222156","-079.8554821",1500000US370810125102,"Block Group 2, Census Tract 125.10, Guilford County, North Carolina","1749","1435","83","0","177","0","31","23","0","23",
"37","081","012511","1","370810125111",Block Group 1,G5030,S,"1930887","1303","+36.0924028","-079.8521713",1500000US370810125111,"Block Group 1, Census Tract 125.11, Guilford County, North Carolina","1563","1555","8","0","0","0","0","0","0","0",
"37","063","002028","2","370630020282",Block Group 2,G5030,S,"1031441","86","+35.9115710","-078.8146292",1500000US370630020282,"Block Group 2, Census Tract 20.28, Durham County, North Carolina","2404","884","1274","0","48","0","94","104","56","48",
"37","063","002028","3","370630020283",Block Group 3,G5030,S,"9757776","90718","+35.8794353","-078.8432298",1500000US370630020283,"Block Group 3, Census Tract 20.28, Durham County, North Carolina","4842","2121","1658","24","766","0","74","199","0","199",
"37","063","002300","1","370630023001",Block Group 1,G5030,S,"661726","0","+35.9883182","-078.9039947",1500000US370630023001,"Block Group 1, Census Tract 23, Durham County, North Carolina","1102","318","701","0","52","0","31","0","0","0",
"37","063","002300","2","370630023002",Block Group 2,G5030,S,"580249","0","+35.9861065","-078.8985032",1500000US370630023002,"Block Group 2, Census Tract 23, Durham County, North Carolina","531","109","402","0","0","0","0","20","0","20",
"37","063","980100","1","370639801001",Block Group 1,G5030,S,"21187758","188875","+35.9038564","-078.8659073",1500000US370639801001,"Block Group 1, Census Tract 9801, Durham County, North Carolina","0","0","0","0","0","0","0","0","0","0",
"37","081","012601","4","370810126014",Block Group 4,G5030,S,"1604512","0","+36.0560020","-079.8575458",1500000US370810126014,"Block Group 4, Census Tract 126.01, Guilford County, North Carolina","1802","493","1048","0","124","0","132","5","0","5",
"37","081","012604","2","370810126042",Block Group 2,G5030,S,"974421","0","+36.0435681","-079.8179000",1500000US370810126042,"Block Group 2, Census Tract 126.04, Guilford County, North Carolina","579","221","121","0","237","0","0","0","0","0",
"37","081","012611","1","370810126111",Block Group 1,G5030,S,"2016989","6659","+36.0201613","-079.8302837",1500000US370810126111,"Block Group 1, Census Tract 126.11, Guilford County, North Carolina","2409","410","1790","65","75","0","16","53","0","53",
"37","081","012612","3","370810126123",Block Group 3,G5030,S,"1190000","12470","+36.0126601","-079.8114746",1500000US370810126123,"Block Group 3, Census Tract 126.12, Guilford County, North Carolina","2273","297","1489","0","40","0","299","148","0","148",
"37","081","013700","3","370810137003",Block Group 3,G5030,S,"816488","0","+35.9785947","-080.0264604",1500000US370810137003,"Block Group 3, Census Tract 137, Guilford County, North Carolina","1006","463","395","0","77","0","0","71","0","71",
"37","081","013800","5","370810138005",Block Group 5,G5030,S,"1440191","0","+35.9643165","-080.0019863",1500000US370810138005,"Block Group 5, Census Tract 138, Guilford County, North Carolina","1749","579","785","14","217","0","154","0","0","0",
"37","081","013900","2","370810139002",Block Group 2,G5030,S,"622109","0","+35.9558802","-079.9938536",1500000US370810139002,"Block Group 2, Census Tract 139, Guilford County, North Carolina","1144","174","897","0","0","0","49","24","0","24",
"37","081","014300","3","370810143003",Block Group 3,G5030,S,"467526","0","+35.9419232","-080.0051039",1500000US370810143003,"Block Group 3, Census Tract 143, Guilford County, North Carolina","896","442","288","0","68","12","68","18","0","18",
"37","081","014411","1","370810144111",Block Group 1,G5030,S,"1257114","0","+35.9861804","-079.9963804",1500000US370810144111,"Block Group 1, Census Tract 144.11, Guilford County, North Carolina","2024","895","891","13","138","0","35","52","0","52",
"37","081","015401","1","370810154011",Block Group 1,G5030,S,"20985137","216395","+36.1708281","-079.6708265",1500000US370810154011,"Block Group 1, Census Tract 154.01, Guilford County, North Carolina","3963","1950","1707","0","106","0","180","20","0","20",
"37","081","015402","1","370810154021",Block Group 1,G5030,S,"10942576","136628","+36.1125754","-079.6945998",1500000US370810154021,"Block Group 1, Census Tract 154.02, Guilford County, North Carolina","1092","892","48","0","0","0","152","0","0","0","1"
"37","063","002017","2","370630020172",Block Group 2,G5030,S,"2343816","19013","+35.9802030","-078.9597425",1500000US370630020172,"Block Group 2, Census Tract 20.17, Durham County, North Carolina","1425","1157","78","0","108","0","16","66","0","66",
"37","063","001707","3","370630017073",Block Group 3,G5030,S,"774554","23054","+36.0407160","-078.9640710",1500000US370630017073,"Block Group 3, Census Tract 17.07, Durham County, North Carolina","539","424","81","0","34","0","0","0","0","0",
"37","063","001710","1","370630017101",Block Group 1,G5030,S,"2942108","14152","+36.0636766","-078.9159410",1500000US370630017101,"Block Group 1, Census Tract 17.10, Durham County, North Carolina","3297","1582","1504","29","122","0","11","49","0","49",
"37","063","001707","1","370630017071",Block Group 1,G5030,S,"1794573","12728","+36.0486588","-078.9783040",1500000US370630017071,"Block Group 1, Census Tract 17.07, Durham County, North Carolina","858","740","50","0","48","0","0","20","0","20",
"37","063","001706","1","370630017061",Block Group 1,G5030,S,"4175787","0","+36.0169849","-078.9713851",1500000US370630017061,"Block Group 1, Census Tract 17.06, Durham County, North Carolina","3169","2049","616","0","335","0","0","169","0","169",
"37","063","001802","4","370630018024",Block Group 4,G5030,S,"1980518","31996","+35.9714699","-078.8605758",1500000US370630018024,"Block Group 4, Census Tract 18.02, Durham County, North Carolina","1359","771","205","0","0","0","227","156","133","23",
"37","063","001807","1","370630018071",Block Group 1,G5030,S,"3192394","28192","+35.9753963","-078.8382456",1500000US370630018071,"Block Group 1, Census Tract 18.07, Durham County, North Carolina","3192","1584","1090","20","12","0","399","87","0","87",
"37","063","001807","2","370630018072",Block Group 2,G5030,S,"3626540","12113","+35.9881658","-078.8091288",1500000US370630018072,"Block Group 2, Census Tract 18.07, Durham County, North Carolina","4014","1028","2814","0","8","0","164","0","0","0",
"37","063","001808","1","370630018081",Block Group 1,G5030,S,"2910824","136413","+35.9724788","-078.8106650",1500000US370630018081,"Block Group 1, Census Tract 18.08, Durham County, North Carolina","1950","956","651","0","163","0","162","18","0","18",
"37","127","011300","3","371270113003",Block Group 3,G5030,S,"32708230","296420","+35.8267445","-078.0099522",1500000US371270113003,"Block Group 3, Census Tract 113, Nash County, North Carolina","1631","596","196","8","0","0","796","35","0","35","1"
"37","127","011400","2","371270114002",Block Group 2,G5030,S,"26617518","210298","+35.7717416","-078.1287538",1500000US371270114002,"Block Group 2, Census Tract 114, Nash County, North Carolina","1420","784","266","0","32","0","300","38","7","31","1"
"37","127","011400","1","371270114001",Block Group 1,G5030,S,"54655325","218873","+35.8166273","-078.1015013",1500000US371270114001,"Block Group 1, Census Tract 114, Nash County, North Carolina","2460","1766","274","29","0","0","217","174","41","133","1"
"37","127","011500","2","371270115002",Block Group 2,G5030,S,"41589016","40537","+35.8664292","-078.1372342",1500000US371270115002,"Block Group 2, Census Tract 115, Nash County, North Carolina","1373","1093","161","0","0","0","103","16","0","16","1"
"37","127","010900","4","371270109004",Block Group 4,G5030,S,"45269515","27241","+36.0664120","-077.9700089",1500000US371270109004,"Block Group 4, Census Tract 109, Nash County, North Carolina","1688","559","1030","26","0","0","0","73","0","73","1"
"37","127","010900","3","371270109003",Block Group 3,G5030,S,"76364775","480205","+36.0316360","-078.0502828",1500000US371270109003,"Block Group 3, Census Tract 109, Nash County, North Carolina","1889","1793","56","0","40","0","0","0","0","0","1"
"37","127","010900","1","371270109001",Block Group 1,G5030,S,"108832177","27275","+36.1487804","-077.9626792",1500000US371270109001,"Block Group 1, Census Tract 109, Nash County, North Carolina","1052","189","738","77","24","0","0","24","0","24","1"
"37","127","010900","2","371270109002",Block Group 2,G5030,S,"48947962","130321","+36.0770583","-078.0375987",1500000US371270109002,"Block Group 2, Census Tract 109, Nash County, North Carolina","882","261","551","0","0","0","3","67","0","67","1"
"37","127","011101","1","371270111011",Block Group 1,G5030,S,"20947926","70228","+35.9428649","-077.9272940",1500000US371270111011,"Block Group 1, Census Tract 111.01, Nash County, North Carolina","3226","2098","943","67","0","0","13","105","0","105","1"
"37","127","011200","4","371270112004",Block Group 4,G5030,S,"39671772","1393064","+35.8566839","-077.9483105",1500000US371270112004,"Block Group 4, Census Tract 112, Nash County, North Carolina","2475","2450","25","0","0","0","0","0","0","0","1"
"37","127","011200","1","371270112001",Block Group 1,G5030,S,"16550411","749674","+35.8937731","-077.9022960",1500000US371270112001,"Block Group 1, Census Tract 112, Nash County, North Carolina","846","585","27","72","0","0","131","31","0","31","1"
"37","127","011200","2","371270112002",Block Group 2,G5030,S,"13510641","15339","+35.8706204","-077.8455551",1500000US371270112002,"Block Group 2, Census Tract 112, Nash County, North Carolina","2033","548","1400","0","0","0","41","44","0","44",
"37","127","011500","5","371270115005",Block Group 5,G5030,S,"25514845","0","+35.7659381","-078.1831725",1500000US371270115005,"Block Group 5, Census Tract 115, Nash County, North Carolina","1325","793","356","0","0","0","49","127","100","27","1"
"37","127","011500","3","371270115003",Block Group 3,G5030,S,"36653220","66632","+35.8256085","-078.2157772",1500000US371270115003,"Block Group 3, Census Tract 115, Nash County, North Carolina","929","875","49","2","0","0","0","3","0","3","1"
"37","127","011500","4","371270115004",Block Group 4,G5030,S,"28303394","45992","+35.7746462","-078.2213416",1500000US371270115004,"Block Group 4, Census Tract 115, Nash County, North Carolina","1702","1233","227","0","39","0","157","46","46","0",
"37","127","011500","1","371270115001",Block Group 1,G5030,S,"42829916","130024","+35.8862767","-078.1650071",1500000US371270115001,"Block Group 1, Census Tract 115, Nash County, North Carolina","1672","756","521","0","0","0","268","127","101","26","1"
"37","127","010800","1","371270108001",Block Group 1,G5030,S,"72744652","59784","+36.1126855","-077.8523288",1500000US371270108001,"Block Group 1, Census Tract 108, Nash County, North Carolina","1367","548","799","20","0","0","0","0","0","0","1"
"37","127","011300","2","371270113002",Block Group 2,G5030,S,"44906601","53501","+35.8465125","-078.0784222",1500000US371270113002,"Block Group 2, Census Tract 113, Nash County, North Carolina","1377","647","237","0","32","0","444","17","0","17","1"
"37","127","011000","3","371270110003",Block Group 3,G5030,S,"43755773","69271","+35.9493861","-078.0728155",1500000US371270110003,"Block Group 3, Census Tract 110, Nash County, North Carolina","2328","792","1061","84","0","0","248","143","83","60","1"
"37","127","011000","1","371270110001",Block Group 1,G5030,S,"41578418","127757","+35.9753889","-078.1431763",1500000US371270110001,"Block Group 1, Census Tract 110, Nash County, North Carolina","1595","964","529","0","15","11","30","46","0","46","1"
"37","127","011000","2","371270110002",Block Group 2,G5030,S,"19382961","67112","+35.9106968","-078.1219599",1500000US371270110002,"Block Group 2, Census Tract 110, Nash County, North Carolina","979","548","293","1","0","0","90","47","0","47","1"
"37","127","011102","2","371270111022",Block Group 2,G5030,S,"30664653","99652","+35.9922423","-078.0276794",1500000US371270111022,"Block Group 2, Census Tract 111.02, Nash County, North Carolina","799","443","287","0","0","0","69","0","0","0","1"
"37","127","011102","1","371270111021",Block Group 1,G5030,S,"46443198","53263","+35.9351508","-078.0169482",1500000US371270111021,"Block Group 1, Census Tract 111.02, Nash County, North Carolina","1626","895","618","55","3","0","0","55","4","51","1"
"37","127","010800","3","371270108003",Block Group 3,G5030,S,"30979535","22059","+36.0228584","-077.9271554",1500000US371270108003,"Block Group 3, Census Tract 108, Nash County, North Carolina","2259","2126","131","0","1","0","1","0","0","0","1"
"37","127","011102","4","371270111024",Block Group 4,G5030,S,"8185292","11413","+35.9575276","-077.9537468",1500000US371270111024,"Block Group 4, Census Tract 111.02, Nash County, North Carolina","2982","1488","1384","0","0","0","0","110","0","110","1"
"37","127","011102","3","371270111023",Block Group 3,G5030,S,"6848044","0","+35.9628716","-077.9792926",1500000US371270111023,"Block Group 3, Census Tract 111.02, Nash County, North Carolina","911","321","590","0","0","0","0","0","0","0","1"
"37","127","010700","1","371270107001",Block Group 1,G5030,S,"38461277","0","+36.1222977","-077.7436663",1500000US371270107001,"Block Group 1, Census Tract 107, Nash County, North Carolina","821","183","633","0","0","0","0","5","0","5","1"
"37","127","010700","2","371270107002",Block Group 2,G5030,S,"44532729","67014","+36.0824501","-077.7714139",1500000US371270107002,"Block Group 2, Census Tract 107, Nash County, North Carolina","689","403","286","0","0","0","0","0","0","0","1"
"37","127","010300","6","371270103006",Block Group 6,G5030,S,"8381540","0","+35.9335438","-077.8494076",1500000US371270103006,"Block Group 6, Census Tract 103, Nash County, North Carolina","2693","1060","1540","0","93","0","0","0","0","0","1"
"37","127","010300","3","371270103003",Block Group 3,G5030,S,"676297","0","+35.9334516","-077.8184650",1500000US371270103003,"Block Group 3, Census Tract 103, Nash County, North Carolina","898","125","742","0","14","0","0","17","0","17",
"37","127","010503","2","371270105032",Block Group 2,G5030,S,"4831968","0","+35.9727645","-077.8641251",1500000US371270105032,"Block Group 2, Census Tract 105.03, Nash County, North Carolina","1726","1045","644","0","27","0","0","10","0","10",
"37","127","010800","4","371270108004",Block Group 4,G5030,S,"31886120","0","+36.0608594","-077.9076795",1500000US371270108004,"Block Group 4, Census Tract 108, Nash County, North Carolina","1109","890","219","0","0","0","0","0","0","0","1"
"37","127","010300","4","371270103004",Block Group 4,G5030,S,"1419531","0","+35.9243191","-077.8254711",1500000US371270103004,"Block Group 4, Census Tract 103, Nash County, North Carolina","517","63","447","0","0","0","0","7","0","7",
"37","127","010200","1","371270102001",Block Group 1,G5030,S,"850808","0","+35.9318685","-077.8055489",1500000US371270102001,"Block Group 1, Census Tract 102, Nash County, North Carolina","502","70","380","0","0","0","52","0","0","0",
"37","127","010200","2","371270102002",Block Group 2,G5030,S,"853336","0","+35.9255113","-077.8086556",1500000US371270102002,"Block Group 2, Census Tract 102, Nash County, North Carolina","675","23","652","0","0","0","0","0","0","0",
"37","127","010200","5","371270102005",Block Group 5,G5030,S,"7336982","0","+35.9022880","-077.8280454",1500000US371270102005,"Block Group 5, Census Tract 102, Nash County, North Carolina","1014","474","540","0","0","0","0","0","0","0",
"37","049","961002","3","370499610023",Block Group 3,G5030,S,"1748980","1075194","+35.0675610","-077.0154431",1500000US370499610023,"Block Group 3, Census Tract 9610.02, Craven County, North Carolina","678","598","66","14","0","0","0","0","0","0",
"37","049","961100","3","370499611003",Block Group 3,G5030,S,"2609466","123478","+34.9034524","-076.9279522",1500000US370499611003,"Block Group 3, Census Tract 9611, Craven County, North Carolina","1700","1359","191","0","113","0","37","0","0","0",
"37","049","960101","2","370499601012",Block Group 2,G5030,S,"4916666","693962","+35.0726149","-076.9684826",1500000US370499601012,"Block Group 2, Census Tract 9601.01, Craven County, North Carolina","2161","2043","71","11","20","0","7","9","0","9",
"37","049","960404","2","370499604042",Block Group 2,G5030,S,"7779455","567406","+35.0711096","-077.1618042",1500000US370499604042,"Block Group 2, Census Tract 9604.04, Craven County, North Carolina","1656","1081","187","34","230","0","0","124","0","124",
"37","049","960800","2","370499608002",Block Group 2,G5030,S,"941690","1097568","+35.1223212","-077.0464833",1500000US370499608002,"Block Group 2, Census Tract 9608, Craven County, North Carolina","707","564","143","0","0","0","0","0","0","0",
"37","049","961001","3","370499610013",Block Group 3,G5030,S,"123353151","3172703","+34.9857178","-077.0473431",1500000US370499610013,"Block Group 3, Census Tract 9610.01, Craven County, North Carolina","5650","4485","731","143","165","0","11","115","0","115",
"37","049","960700","1","370499607001",Block Group 1,G5030,S,"1266695","0","+35.1064569","-077.0687582",1500000US370499607001,"Block Group 1, Census Tract 9607, Craven County, North Carolina","973","698","122","0","127","0","12","14","0","14",
"37","049","960800","4","370499608004",Block Group 4,G5030,S,"589188","0","+35.1121160","-077.0505962",1500000US370499608004,"Block Group 4, Census Tract 9608, Craven County, North Carolina","531","10","514","0","0","0","7","0","0","0",
"37","127","010502","3","371270105023",Block Group 3,G5030,S,"1647838","0","+35.9675159","-077.8410218",1500000US371270105023,"Block Group 3, Census Tract 105.02, Nash County, North Carolina","526","242","264","0","0","0","0","20","0","20",
"37","127","010502","4","371270105024",Block Group 4,G5030,S,"2008878","0","+35.9584131","-077.8363272",1500000US371270105024,"Block Group 4, Census Tract 105.02, Nash County, North Carolina","1547","885","547","20","16","0","57","22","0","22",
"37","127","010503","1","371270105031",Block Group 1,G5030,S,"9658992","0","+35.9937738","-077.8560657",1500000US371270105031,"Block Group 1, Census Tract 105.03, Nash County, North Carolina","831","454","363","14","0","0","0","0","0","0",
"37","147","000400","4","371470004004",Block Group 4,G5030,S,"1356334","0","+35.5941769","-077.3698503",1500000US371470004004,"Block Group 4, Census Tract 4, Pitt County, North Carolina","439","390","7","2","40","0","0","0","0","0",
"37","147","000400","1","371470004001",Block Group 1,G5030,S,"513317","0","+35.6067238","-077.3653993",1500000US371470004001,"Block Group 1, Census Tract 4, Pitt County, North Carolina","2585","1896","468","20","51","18","0","132","0","132",
"37","147","000400","2","371470004002",Block Group 2,G5030,S,"333051","0","+35.6011175","-077.3620489",1500000US371470004002,"Block Group 2, Census Tract 4, Pitt County, North Carolina","2981","2110","649","41","51","8","0","122","0","122",
"37","147","000400","3","371470004003",Block Group 3,G5030,S,"1162662","0","+35.5952700","-077.3581270",1500000US371470004003,"Block Group 3, Census Tract 4, Pitt County, North Carolina","1178","968","148","6","39","0","0","17","0","17",
"37","147","000701","1","371470007011",Block Group 1,G5030,S,"1107153","31647","+35.6164460","-077.3975843",1500000US371470007011,"Block Group 1, Census Tract 7.01, Pitt County, North Carolina","1791","744","937","38","25","0","0","47","0","47",
"37","147","000702","3","371470007023",Block Group 3,G5030,S,"707997","0","+35.6047864","-077.3853554",1500000US371470007023,"Block Group 3, Census Tract 7.02, Pitt County, North Carolina","684","205","464","0","0","15","0","0","0","0",
"37","063","002015","2","370630020152",Block Group 2,G5030,S,"1246372","0","+35.9644801","-078.9506633",1500000US370630020152,"Block Group 2, Census Tract 20.15, Durham County, North Carolina","1693","973","377","0","85","0","189","69","0","69",
"37","063","001502","1","370630015021",Block Group 1,G5030,S,"887333","0","+36.0126786","-078.9404539",1500000US370630015021,"Block Group 1, Census Tract 15.02, Durham County, North Carolina","2649","1110","1002","0","239","0","73","225","14","211",
"37","063","002008","2","370630020082",Block Group 2,G5030,S,"2990151","6329","+35.9374048","-078.9571883",1500000US370630020082,"Block Group 2, Census Tract 20.08, Durham County, North Carolina","2111","1771","204","12","41","0","0","83","0","83",
"37","063","002100","1","370630021001",Block Group 1,G5030,S,"44908508","2358380","+36.1272910","-078.8525285",1500000US370630021001,"Block Group 1, Census Tract 21, Durham County, North Carolina","2280","1719","537","0","24","0","0","0","0","0",
"37","063","002015","1","370630020151",Block Group 1,G5030,S,"1285518","2104","+35.9669854","-078.9376877",1500000US370630020151,"Block Group 1, Census Tract 20.15, Durham County, North Carolina","3471","1957","1103","0","24","0","226","161","0","161",
"37","063","000700","2","370630007002",Block Group 2,G5030,S,"1323747","0","+35.9817935","-078.9129619",1500000US370630007002,"Block Group 2, Census Tract 7, Durham County, North Carolina","1276","1005","133","0","58","0","17","63","0","63",
